1,Sat Sep 25 06:55:25 UTC 2010,root,-1,Sat Sep 25 06:55:25 UTC 2010
2,Sat Sep 25 07:00:39 UTC 2010,﻿安徽,1,Sat Sep 25 07:00:39 UTC 2010
3,Sat Sep 25 07:00:39 UTC 2010,北京,1,Sat Sep 25 07:00:39 UTC 2010
4,Sat Sep 25 07:00:39 UTC 2010,重庆,1,Sat Sep 25 07:00:39 UTC 2010
5,Sat Sep 25 07:00:39 UTC 2010,福建,1,Sat Sep 25 07:00:39 UTC 2010
6,Sat Sep 25 07:00:39 UTC 2010,甘肃,1,Sat Sep 25 07:00:39 UTC 2010
7,Sat Sep 25 07:00:39 UTC 2010,广东,1,Sat Sep 25 07:00:39 UTC 2010
8,Sat Sep 25 07:00:39 UTC 2010,广西,1,Sat Sep 25 07:00:39 UTC 2010
9,Sat Sep 25 07:00:39 UTC 2010,贵州,1,Sat Sep 25 07:00:39 UTC 2010
10,Sat Sep 25 07:00:39 UTC 2010,海南,1,Sat Sep 25 07:00:39 UTC 2010
11,Sat Sep 25 07:00:39 UTC 2010,河北,1,Sat Sep 25 07:00:39 UTC 2010
12,Sat Sep 25 07:00:39 UTC 2010,黑龙江,1,Sat Sep 25 07:00:39 UTC 2010
13,Sat Sep 25 07:00:39 UTC 2010,河南,1,Sat Sep 25 07:00:39 UTC 2010
14,Sat Sep 25 07:00:39 UTC 2010,湖北,1,Sat Sep 25 07:00:39 UTC 2010
15,Sat Sep 25 07:00:39 UTC 2010,湖南,1,Sat Sep 25 07:00:39 UTC 2010
16,Sat Sep 25 07:00:39 UTC 2010,江苏,1,Sat Sep 25 07:00:39 UTC 2010
17,Sat Sep 25 07:00:39 UTC 2010,江西,1,Sat Sep 25 07:00:39 UTC 2010
18,Sat Sep 25 07:00:39 UTC 2010,吉林,1,Sat Sep 25 07:00:39 UTC 2010
19,Sat Sep 25 07:00:39 UTC 2010,辽宁,1,Sat Sep 25 07:00:39 UTC 2010
20,Sat Sep 25 07:00:39 UTC 2010,内蒙古,1,Sat Sep 25 07:00:39 UTC 2010
21,Sat Sep 25 07:00:39 UTC 2010,宁夏,1,Sat Sep 25 07:00:39 UTC 2010
22,Sat Sep 25 07:00:39 UTC 2010,青海,1,Sat Sep 25 07:00:39 UTC 2010
23,Sat Sep 25 07:00:39 UTC 2010,山东,1,Sat Sep 25 07:00:39 UTC 2010
